url_length,dot_count,hyphen_count,has_at,uses_https,digit_count,special_char_count,keyword_count,has_ip,is_shortened,domain_length,domain_dot_count,subdomain_count,path_length,query_length,query_parameter_count,suspicious_tld,domain_letter_count,digit_ratio,vowel_count,consonant_count,unique_char_count,domain_entropy,label
59,5,1,0,1,5,5,0,0,0,32,2,1,19,0,0,0,25,0.15625,9,16,18,4.054229296672174,1
37,2,1,0,1,0,4,0,0,1,28,2,1,1,0,0,0,25,0.0,7,18,15,3.6820058147602133,1
73,5,0,0,1,28,5,0,0,0,26,2,1,39,0,0,0,22,1.0769230769230769,5,17,15,3.7004397181410917,1
54,5,0,0,1,3,7,0,0,1,11,1,0,35,0,0,0,10,0.2727272727272727,3,7,11,3.459431618637298,1
54,6,0,0,1,2,5,0,0,0,21,3,2,25,0,0,0,18,0.09523809523809523,7,11,14,3.594465636961452,1
51,5,0,0,0,3,4,0,0,0,40,2,1,4,0,0,0,35,0.075,13,22,20,4.125070520364181,1
54,6,0,0,1,4,5,0,0,0,21,3,2,25,0,0,0,18,0.19047619047619047,7,11,14,3.594465636961452,1
73,4,1,0,1,8,5,0,0,0,19,1,0,46,0,0,0,17,0.42105263157894735,6,11,15,3.826874881864637,1
39,2,0,0,1,0,3,0,0,0,31,2,1,0,0,0,0,29,0.0,11,18,14,3.627763553007399,1
39,2,0,0,1,2,3,0,0,0,31,2,1,0,0,0,0,27,0.06451612903225806,11,16,16,3.821311940104173,1
73,4,1,0,1,8,5,0,0,0,19,1,0,46,0,0,0,17,0.42105263157894735,6,11,15,3.826874881864637,1
34,2,0,0,1,1,6,0,0,0,16,2,1,10,0,0,0,14,0.0625,6,8,10,3.202819531114783,1
73,5,1,0,1,5,7,0,0,0,15,2,1,50,0,0,0,13,0.3333333333333333,5,8,9,2.9735572622751856,1
28,1,0,0,1,4,4,0,0,1,11,1,0,9,0,0,0,10,0.36363636363636365,3,7,11,3.459431618637298,1
49,5,3,0,1,0,4,0,0,0,37,2,1,4,0,0,0,32,0.0,13,19,18,3.9590570816697497,1
29,1,0,0,1,0,4,0,0,0,10,1,0,11,0,0,0,9,0.0,2,7,9,3.121928094887362,1
73,5,1,0,1,6,7,0,0,0,15,2,1,50,0,0,0,13,0.4,5,8,9,2.9735572622751856,1
28,1,0,0,1,0,4,0,0,0,10,1,0,10,0,0,0,9,0.0,2,7,9,3.121928094887362,1
34,2,0,0,1,0,4,0,0,0,25,2,1,1,0,0,0,23,0.0,11,12,12,3.3834651896016465,1
27,2,0,0,0,0,4,0,0,0,12,1,0,8,0,0,0,11,0.0,2,9,10,3.188721875540867,1
36,2,0,0,1,3,6,0,0,0,16,2,1,12,0,0,0,14,0.1875,6,8,10,3.202819531114783,1
73,4,1,0,1,7,5,0,0,0,19,1,0,46,0,0,0,17,0.3684210526315789,6,11,15,3.826874881864637,1
71,2,0,0,1,11,3,0,0,0,63,2,1,0,0,0,0,50,0.1746031746031746,13,37,28,4.594842083344347,1
73,4,1,0,1,7,5,0,0,0,11,1,0,54,0,0,0,9,0.6363636363636364,2,7,9,3.0957952550009344,1
38,3,0,0,0,0,4,0,0,0,23,2,1,8,0,0,0,21,0.0,7,14,11,3.36030597770208,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
71,2,0,0,1,6,3,0,0,0,63,2,1,0,0,0,0,55,0.09523809523809523,10,45,29,4.7541267484846506,1
73,4,1,0,1,7,5,0,0,0,11,1,0,54,0,0,0,9,0.6363636363636364,2,7,9,3.0957952550009344,1
37,3,0,0,0,10,6,0,0,0,25,3,2,1,3,1,0,13,0.4,5,8,18,4.053660689688185,1
73,6,0,0,1,5,5,0,0,0,23,3,2,42,0,0,0,20,0.21739130434782608,7,13,15,3.7950885863977324,1
71,2,0,0,1,4,3,0,0,0,63,2,1,0,0,0,0,57,0.06349206349206349,14,43,27,4.572462566928203,1
73,4,0,0,1,9,5,0,0,0,15,1,0,50,0,0,0,14,0.6,4,10,13,3.6402239289418516,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
73,4,1,0,1,7,5,0,0,0,11,1,0,54,0,0,0,9,0.6363636363636364,2,7,9,3.0957952550009344,1
71,2,0,0,1,11,3,0,0,0,63,2,1,0,0,0,0,50,0.1746031746031746,17,33,30,4.693250510966882,1
71,2,0,0,1,10,3,0,0,0,63,2,1,0,0,0,0,51,0.15873015873015872,13,38,29,4.667290637579585,1
73,4,1,0,1,6,5,0,0,0,11,1,0,54,0,0,0,9,0.5454545454545454,2,7,9,3.0957952550009344,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,6,0,0,1,5,5,0,0,0,23,3,2,42,0,0,0,20,0.21739130434782608,7,13,15,3.7950885863977324,1
73,6,0,0,1,9,5,0,0,0,23,3,2,42,0,0,0,20,0.391304347826087,7,13,15,3.7950885863977324,1
73,6,0,0,1,7,5,0,0,0,23,3,2,42,0,0,0,20,0.30434782608695654,7,13,15,3.7950885863977324,1
73,6,0,0,1,7,5,0,0,0,23,3,2,42,0,0,0,20,0.30434782608695654,7,13,15,3.7950885863977324,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,6,0,0,1,4,5,0,0,0,23,3,2,42,0,0,0,20,0.17391304347826086,7,13,15,3.7950885863977324,1
73,6,0,0,1,8,5,0,0,0,23,3,2,42,0,0,0,20,0.34782608695652173,7,13,15,3.7950885863977324,1
73,6,0,0,1,7,5,0,0,0,23,3,2,42,0,0,0,20,0.30434782608695654,7,13,15,3.7950885863977324,1
73,4,1,0,1,6,5,0,0,0,19,1,0,46,0,0,0,17,0.3157894736842105,6,11,15,3.826874881864637,1
73,4,1,0,1,10,5,0,0,0,19,1,0,46,0,0,0,17,0.5263157894736842,6,11,15,3.826874881864637,1
73,4,1,0,1,7,5,0,0,0,19,1,0,46,0,0,0,17,0.3684210526315789,6,11,15,3.826874881864637,1
73,4,1,0,1,8,5,0,0,0,19,1,0,46,0,0,0,17,0.42105263157894735,6,11,15,3.826874881864637,1
73,4,1,0,1,9,5,0,0,0,19,1,0,46,0,0,0,17,0.47368421052631576,6,11,15,3.826874881864637,1
71,2,0,0,1,16,3,0,0,0,63,2,1,0,0,0,0,45,0.25396825396825395,12,33,31,4.723411376520694,1
71,2,0,0,1,12,3,0,0,0,63,2,1,0,0,0,0,49,0.19047619047619047,16,33,28,4.640155622586781,1
71,2,0,0,1,8,3,0,0,0,63,2,1,0,0,0,0,53,0.12698412698412698,13,40,26,4.485005820827775,1
71,2,0,0,1,6,3,0,0,0,63,2,1,0,0,0,0,55,0.09523809523809523,18,37,30,4.694835677159102,1
71,2,0,0,1,11,3,0,0,0,63,2,1,0,0,0,0,50,0.1746031746031746,12,38,28,4.572462566928203,1
71,2,0,0,1,12,3,0,0,0,63,2,1,0,0,0,0,49,0.19047619047619047,14,35,25,4.472613454936881,1
73,6,3,0,1,18,4,0,0,0,43,2,1,22,0,0,0,22,0.4186046511627907,4,18,21,4.1558184643976634,1
43,4,1,0,1,0,6,0,0,0,14,2,1,21,0,0,0,12,0.0,5,7,11,3.3248629576173574,1
42,2,3,0,1,2,4,0,0,0,33,2,1,1,0,0,0,26,0.06060606060606061,10,16,20,4.0895524525606675,1
45,2,0,0,0,4,5,0,0,0,14,1,0,24,0,0,0,13,0.2857142857142857,5,8,12,3.521640636343319,1
63,6,1,0,1,25,4,0,0,0,43,2,1,12,0,0,0,15,0.5813953488372093,6,9,22,4.286275219617123,1
73,6,1,0,1,26,6,0,0,0,43,2,1,8,13,1,0,17,0.6046511627906976,5,12,19,4.045239685277583,1
65,6,1,0,1,22,4,0,0,0,43,2,1,14,0,0,0,18,0.5116279069767442,5,13,20,4.109306836490687,1
28,2,0,0,1,0,4,0,0,0,19,2,1,1,0,0,0,17,0.0,5,12,16,3.892407118592875,1
38,2,1,0,1,6,4,0,0,0,22,2,1,8,0,0,0,14,0.2727272727272727,6,8,17,3.9705730958116843,1
65,6,1,0,1,25,4,0,0,0,43,2,1,14,0,0,0,19,0.5813953488372093,6,13,22,4.297675800911846,1
73,7,1,0,1,22,4,0,0,0,43,2,1,22,0,0,0,18,0.5116279069767442,6,12,22,4.204652545097892,1
73,5,2,0,1,5,8,0,0,0,15,2,1,50,0,0,0,13,0.3333333333333333,5,8,9,2.9735572622751856,1
25,1,0,0,1,0,4,0,0,0,10,1,0,7,0,0,0,9,0.0,2,7,9,3.121928094887362,1
23,2,1,0,1,0,4,0,0,0,14,2,1,1,0,0,0,11,0.0,5,6,10,3.2359263506290326,1
31,2,1,0,1,0,4,0,0,0,22,2,1,1,0,0,0,19,0.0,9,10,15,3.7544418457133446,1
41,2,2,0,1,2,4,0,0,0,32,2,1,1,0,0,0,26,0.0625,12,14,18,3.9764097655573916,1
33,2,1,0,1,0,4,0,0,0,24,2,1,1,0,0,0,21,0.0,7,14,14,3.605388542207534,1
41,2,1,0,1,0,4,0,0,0,32,2,1,1,0,0,0,29,0.0,11,18,18,3.9375,1
25,2,0,0,1,0,4,0,0,0,16,2,1,1,0,0,0,14,0.0,5,9,13,3.625,1
33,2,0,0,1,0,4,0,0,0,24,2,1,1,0,0,0,22,0.0,9,13,16,3.886842188131012,1
24,2,0,0,1,0,4,0,0,0,15,2,1,1,0,0,0,13,0.0,5,8,10,3.1068905956085193,1
32,2,0,0,1,0,4,0,0,0,23,2,1,1,0,0,0,21,0.0,9,12,15,3.6709688919510652,1
24,2,0,0,1,0,4,0,0,0,15,2,1,1,0,0,0,13,0.0,5,8,10,3.189898095464288,1
32,2,0,0,1,0,4,0,0,0,23,2,1,1,0,0,0,21,0.0,9,12,14,3.6424896731661267,1
24,2,0,0,1,0,4,0,0,0,15,2,1,1,0,0,0,13,0.0,3,10,12,3.456564762130954,1
32,2,0,0,1,0,4,0,0,0,23,2,1,1,0,0,0,21,0.0,7,14,17,3.9690016298759936,1
34,2,0,0,1,0,4,0,0,0,25,2,1,1,0,0,0,23,0.0,9,14,15,3.7638561897747245,1
32,2,1,0,1,3,4,0,0,0,23,2,1,1,0,0,0,17,0.13043478260869565,6,11,17,4.001822825622232,1
37,2,1,0,1,0,4,0,0,0,28,2,1,1,0,0,0,25,0.0,10,15,15,3.7264741182543757,1
28,2,0,0,1,0,4,0,0,0,19,2,1,1,0,0,0,17,0.0,5,12,11,3.3660913291191927,1
36,2,0,0,1,0,4,0,0,0,27,2,1,1,0,0,0,25,0.0,9,16,15,3.763965742824081,1
73,5,1,0,1,3,7,0,0,0,15,2,1,50,0,0,0,13,0.2,5,8,9,2.9735572622751856,1
73,5,1,0,1,5,7,0,0,0,15,2,1,50,0,0,0,13,0.3333333333333333,5,8,9,2.9735572622751856,1
73,5,1,0,1,5,7,0,0,0,15,2,1,50,0,0,0,13,0.3333333333333333,5,8,9,2.9735572622751856,1
37,3,0,0,0,10,6,0,0,0,25,3,2,1,3,1,0,13,0.4,5,8,18,4.023465189601646,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,18,4.023465189601646,1
40,3,0,0,0,11,7,0,0,0,25,3,2,1,6,1,0,13,0.44,5,8,18,4.053660689688185,1
37,3,0,0,0,10,6,0,0,0,25,3,2,1,3,1,0,13,0.4,5,8,18,4.053660689688185,1
18,1,0,0,1,2,4,0,0,0,4,1,0,6,0,0,0,3,0.5,0,3,4,2.0,1
54,6,0,0,1,2,5,0,0,0,21,3,2,25,0,0,0,18,0.09523809523809523,7,11,14,3.594465636961452,1
73,5,4,0,0,15,8,0,0,0,19,2,1,15,31,1,0,17,0.7894736842105263,7,10,9,3.0761031709967224,1
32,2,0,0,1,0,4,0,0,0,23,2,1,1,0,0,0,21,0.0,8,13,11,3.2946635862096043,1
37,3,0,0,0,10,6,0,0,0,25,3,2,1,3,1,0,13,0.4,5,8,17,3.9434651896016466,1
28,1,0,0,1,0,4,0,0,0,10,1,0,10,0,0,0,9,0.0,2,7,9,3.121928094887362,1
73,5,1,0,1,5,7,0,0,0,15,2,1,50,0,0,0,13,0.3333333333333333,5,8,9,2.9735572622751856,1
73,5,1,0,1,3,7,0,0,0,15,2,1,50,0,0,0,13,0.2,5,8,9,2.9735572622751856,1
37,3,0,0,0,10,6,0,0,0,25,3,2,1,3,1,0,13,0.4,5,8,17,3.943465189601646,1
73,5,1,0,1,3,7,0,0,0,15,2,1,50,0,0,0,13,0.2,5,8,9,2.9735572622751856,1
73,5,0,0,1,4,7,0,0,0,15,2,1,50,0,0,0,13,0.26666666666666666,5,8,9,2.9735572622751856,1
54,7,0,0,1,1,6,1,0,0,24,3,2,22,0,0,0,21,0.041666666666666664,7,14,15,3.6887218755408675,1
38,4,0,0,0,0,4,0,0,0,23,3,2,8,0,0,0,20,0.0,8,12,15,3.7950885863977324,1
73,5,1,0,1,4,7,0,0,0,15,2,1,50,0,0,0,13,0.26666666666666666,5,8,9,2.9735572622751856,1
73,5,0,0,1,5,6,0,0,0,14,2,1,51,0,0,0,11,0.35714285714285715,3,8,9,3.039148671903071,1
30,1,0,0,1,0,4,0,0,0,10,1,0,12,0,0,0,9,0.0,2,7,9,3.121928094887362,1
37,3,0,0,0,10,6,0,0,0,25,3,2,1,3,1,0,13,0.4,5,8,18,4.053660689688185,1
38,3,0,0,0,9,6,0,0,0,25,3,2,1,4,1,0,13,0.36,5,8,18,4.053660689688185,1
73,5,2,0,1,6,7,0,0,0,15,2,1,50,0,0,0,13,0.4,5,8,9,2.9735572622751856,1
73,5,1,0,1,6,8,0,0,0,15,2,1,50,0,0,0,13,0.4,5,8,9,2.9735572622751856,1
73,5,1,0,1,5,7,0,0,0,15,2,1,50,0,0,0,13,0.3333333333333333,5,8,9,2.9735572622751856,1
73,5,2,0,1,2,7,0,0,0,15,2,1,50,0,0,0,13,0.13333333333333333,5,8,9,2.9735572622751856,1
73,5,2,0,1,5,7,0,0,0,15,2,1,50,0,0,0,13,0.3333333333333333,5,8,9,2.9735572622751856,1
73,5,2,0,1,8,7,0,0,0,15,2,1,50,0,0,0,13,0.5333333333333333,5,8,9,2.9735572622751856,1
73,5,1,0,1,6,7,0,0,0,15,2,1,50,0,0,0,13,0.4,5,8,9,2.9735572622751856,1
73,5,1,0,1,5,8,0,0,0,15,2,1,50,0,0,0,13,0.3333333333333333,5,8,9,2.9735572622751856,1
73,5,2,0,1,6,6,0,0,0,38,2,1,27,0,0,0,28,0.15789473684210525,9,19,21,4.260828171224455,1
44,2,0,0,1,3,4,0,0,0,22,2,1,14,0,0,0,20,0.13636363636363635,8,12,15,3.6589934152538057,1
37,2,0,0,1,0,5,0,0,0,16,2,1,13,0,0,0,14,0.0,4,10,9,2.952819531114783,1
36,2,1,0,1,2,4,0,0,0,27,2,1,1,0,0,0,22,0.07407407407407407,8,14,16,3.722505910277276,1
37,2,0,0,0,16,4,0,0,0,29,2,1,1,0,0,0,11,0.5517241379310345,2,9,14,3.6074753914554893,1
37,2,0,0,0,14,4,0,0,0,29,2,1,1,0,0,0,13,0.4827586206896552,4,9,16,3.8404025467025056,1
73,5,1,0,1,4,7,0,0,0,15,2,1,50,0,0,0,13,0.26666666666666666,5,8,9,2.9735572622751856,1
26,2,0,0,1,0,4,0,0,0,17,2,1,1,0,0,0,15,0.0,4,11,12,3.4992275471326932,1
37,3,0,0,0,10,6,0,0,0,25,3,2,1,3,1,0,13,0.4,5,8,17,3.943465189601646,1
73,5,1,0,1,7,8,0,0,0,15,2,1,50,0,0,0,13,0.4666666666666667,5,8,9,2.9735572622751856,1
32,2,0,0,1,0,4,0,0,0,23,2,1,1,0,0,0,21,0.0,8,13,13,3.4685766296878655,1
25,1,0,0,1,0,4,0,0,0,10,1,0,7,0,0,0,9,0.0,2,7,9,3.121928094887362,1
73,6,0,0,1,5,5,0,0,0,23,3,2,42,0,0,0,20,0.21739130434782608,7,13,15,3.7950885863977324,1
73,6,0,0,1,4,5,0,0,0,23,3,2,42,0,0,0,20,0.17391304347826086,7,13,15,3.7950885863977324,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,4,1,0,1,7,5,0,0,0,19,1,0,46,0,0,0,17,0.3684210526315789,6,11,15,3.826874881864637,1
71,2,0,0,1,9,3,0,0,0,63,2,1,0,0,0,0,52,0.14285714285714285,15,37,30,4.694835677159102,1
71,2,0,0,1,7,3,0,0,0,63,2,1,0,0,0,0,54,0.1111111111111111,14,40,27,4.575632899312644,1
73,4,1,0,1,9,5,0,0,0,11,1,0,54,0,0,0,9,0.8181818181818182,2,7,9,3.0957952550009344,1
73,4,1,0,1,8,5,0,0,0,11,1,0,54,0,0,0,9,0.7272727272727273,2,7,9,3.0957952550009344,1
73,6,0,0,1,8,5,0,0,0,23,3,2,42,0,0,0,20,0.34782608695652173,7,13,15,3.7950885863977324,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
73,4,1,0,1,8,5,0,0,0,19,1,0,46,0,0,0,17,0.42105263157894735,6,11,15,3.826874881864637,1
71,2,0,0,1,7,3,0,0,0,63,2,1,0,0,0,0,54,0.1111111111111111,18,36,28,4.6161909399784165,1
71,2,0,0,1,11,3,0,0,0,63,2,1,0,0,0,0,50,0.1746031746031746,15,35,29,4.714599367600952,1
73,4,1,0,1,10,5,0,0,0,19,1,0,46,0,0,0,17,0.5263157894736842,6,11,15,3.826874881864637,1
71,2,0,0,1,14,3,0,0,0,63,2,1,0,0,0,0,47,0.2222222222222222,9,38,26,4.501189154298472,1
73,4,1,0,1,8,5,0,0,0,11,1,0,54,0,0,0,9,0.7272727272727273,2,7,9,3.0957952550009344,1
73,6,0,0,1,2,5,0,0,0,23,3,2,42,0,0,0,20,0.08695652173913043,7,13,15,3.7950885863977324,1
73,4,1,0,1,2,5,0,0,0,19,1,0,46,0,0,0,17,0.10526315789473684,6,11,15,3.826874881864637,1
71,2,0,0,1,5,3,0,0,0,63,2,1,0,0,0,0,56,0.07936507936507936,16,40,27,4.504359486682912,1
73,6,0,0,1,6,5,0,0,0,23,3,2,42,0,0,0,20,0.2608695652173913,7,13,15,3.7950885863977324,1
73,4,1,0,1,2,5,0,0,0,19,1,0,46,0,0,0,17,0.10526315789473684,6,11,15,3.826874881864637,1
73,4,1,0,1,6,5,0,0,0,19,1,0,46,0,0,0,17,0.3157894736842105,6,11,15,3.826874881864637,1
73,4,1,0,1,4,5,0,0,0,11,1,0,54,0,0,0,9,0.36363636363636365,2,7,9,3.0957952550009344,1
71,2,0,0,1,4,3,0,0,0,63,2,1,0,0,0,0,57,0.06349206349206349,8,49,28,4.661504479220851,1
71,2,0,0,1,9,3,0,0,0,63,2,1,0,0,0,0,52,0.14285714285714285,12,40,29,4.691665344774663,1
73,6,0,0,1,4,5,0,0,0,23,3,2,42,0,0,0,20,0.17391304347826086,7,13,15,3.7950885863977324,1
73,4,1,0,1,6,5,0,0,0,19,1,0,46,0,0,0,17,0.3157894736842105,6,11,15,3.826874881864637,1
73,4,1,0,1,7,5,0,0,0,19,1,0,46,0,0,0,17,0.3684210526315789,6,11,15,3.826874881864637,1
71,2,0,0,1,13,3,0,0,0,63,2,1,0,0,0,0,48,0.20634920634920634,12,36,27,4.584444908232385,1
71,2,0,0,1,11,3,0,0,0,63,2,1,0,0,0,0,50,0.1746031746031746,14,36,28,4.670870994550739,1
33,2,0,0,1,0,4,0,0,0,24,2,1,1,0,0,0,22,0.0,6,16,15,3.6887218755408675,1
37,3,0,0,0,10,6,0,0,0,25,3,2,1,3,1,0,13,0.4,5,8,18,4.053660689688185,1
42,2,1,0,0,2,6,0,0,0,30,2,1,1,3,1,0,26,0.06666666666666667,10,16,19,4.056564762130955,1
62,5,0,0,1,10,4,0,0,0,50,2,1,4,0,0,0,38,0.2,9,29,18,3.8141773206674436,1
34,2,2,0,1,0,4,0,0,0,25,2,1,1,0,0,0,21,0.0,9,12,16,3.843856189774724,1
44,1,1,0,1,0,4,0,0,0,13,1,0,23,0,0,0,12,0.0,6,6,11,3.3927474104487847,1
17,1,0,0,0,1,5,0,0,0,4,1,0,6,0,0,0,3,0.25,0,3,4,2.0,1
73,6,0,0,0,4,4,0,0,0,19,3,2,47,0,0,0,16,0.21052631578947367,5,11,11,3.326360407952694,1
73,5,1,0,1,6,7,0,0,0,15,2,1,50,0,0,0,13,0.4,5,8,9,2.9735572622751856,1
54,6,0,0,1,4,5,0,0,0,21,3,2,25,0,0,0,18,0.19047619047619047,7,11,14,3.594465636961452,1
54,6,0,0,1,4,5,0,0,0,21,3,2,25,0,0,0,18,0.19047619047619047,7,11,14,3.594465636961452,1
73,5,1,0,1,4,5,0,0,0,23,2,1,42,0,0,0,20,0.17391304347826086,6,14,16,3.882045108136863,1
40,2,0,0,0,4,4,0,0,0,32,2,1,1,0,0,0,26,0.125,10,16,21,4.241729296672174,1
71,2,0,0,1,11,3,0,0,0,63,2,1,0,0,0,0,50,0.1746031746031746,9,41,29,4.697451503133397,1
73,6,0,0,1,2,5,0,0,0,23,3,2,42,0,0,0,20,0.08695652173913043,7,13,15,3.7950885863977324,1
71,2,0,0,1,5,3,0,0,0,63,2,1,0,0,0,0,56,0.07936507936507936,14,42,30,4.734983693238163,1
73,4,1,0,1,6,5,0,0,0,11,1,0,54,0,0,0,9,0.5454545454545454,2,7,9,3.0957952550009344,1
35,2,0,0,1,1,4,0,0,0,26,2,1,1,0,0,0,23,0.038461538461538464,9,14,16,3.8441065448145375,1
62,5,1,0,1,0,5,0,0,0,21,1,0,33,0,0,0,20,0.0,8,12,14,3.653756708287001,1
39,2,2,0,1,6,4,0,0,0,30,2,1,1,0,0,0,20,0.2,8,12,19,4.12323142879762,1
30,2,0,0,0,0,4,0,0,0,22,2,1,1,0,0,0,20,0.0,10,10,14,3.663532754804254,1
38,2,0,0,1,0,4,0,0,0,29,2,1,1,0,0,0,27,0.0,13,14,14,3.50759273792998,1
35,1,0,0,1,0,4,1,0,0,13,1,0,14,0,0,0,12,0.0,6,6,11,3.3927474104487847,1
73,5,1,0,1,4,5,0,0,0,23,2,1,42,0,0,0,20,0.17391304347826086,6,14,16,3.882045108136863,1
29,2,0,0,1,1,4,0,0,0,20,2,1,1,0,0,0,17,0.05,7,10,14,3.6841837197791887,1
37,2,0,0,1,1,4,0,0,0,28,2,1,1,0,0,0,25,0.03571428571428571,11,14,16,3.851823225551766,1
31,2,1,0,1,5,4,0,0,0,22,2,1,1,0,0,0,14,0.22727272727272727,4,10,16,3.9139770731827506,1
39,2,1,0,1,5,4,0,0,0,30,2,1,1,0,0,0,22,0.16666666666666666,8,14,20,4.189898095464287,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
71,2,0,0,1,7,3,0,0,0,63,2,1,0,0,0,0,54,0.1111111111111111,11,43,29,4.629758447474819,1
73,4,1,0,1,8,5,0,0,0,11,1,0,54,0,0,0,9,0.7272727272727273,2,7,9,3.0957952550009344,1
73,6,0,0,1,7,5,0,0,0,23,3,2,42,0,0,0,20,0.30434782608695654,7,13,15,3.7950885863977324,1
73,6,0,0,1,5,5,0,0,0,23,3,2,42,0,0,0,20,0.21739130434782608,7,13,15,3.7950885863977324,1
73,4,1,0,1,8,5,0,0,0,19,1,0,46,0,0,0,17,0.42105263157894735,6,11,15,3.826874881864637,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,4,0,0,1,4,5,0,0,0,15,1,0,50,0,0,0,14,0.26666666666666666,4,10,13,3.6402239289418516,1
73,6,0,0,1,5,5,0,0,0,23,3,2,42,0,0,0,20,0.21739130434782608,7,13,15,3.7950885863977324,1
73,6,0,0,1,7,5,0,0,0,23,3,2,42,0,0,0,20,0.30434782608695654,7,13,15,3.7950885863977324,1
73,6,0,0,1,5,5,0,0,0,23,3,2,42,0,0,0,20,0.21739130434782608,7,13,15,3.7950885863977324,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
73,4,1,0,1,7,5,0,0,0,19,1,0,46,0,0,0,17,0.3684210526315789,6,11,15,3.826874881864637,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
71,2,0,0,1,9,3,0,0,0,63,2,1,0,0,0,0,52,0.14285714285714285,14,38,26,4.514756661794874,1
73,4,1,0,1,5,5,0,0,0,11,1,0,54,0,0,0,9,0.45454545454545453,2,7,9,3.0957952550009344,1
71,2,0,0,1,8,3,0,0,0,63,2,1,0,0,0,0,53,0.12698412698412698,11,42,26,4.526739003099056,1
71,2,0,0,1,13,3,0,0,0,63,2,1,0,0,0,0,48,0.20634920634920634,10,38,29,4.705232852271065,1
71,2,0,0,1,7,3,0,0,0,63,2,1,0,0,0,0,54,0.1111111111111111,12,42,30,4.693250510966882,1
71,2,0,0,1,9,3,0,0,0,63,2,1,0,0,0,0,52,0.14285714285714285,13,39,30,4.694835677159103,1
57,4,0,0,1,15,7,0,0,0,10,1,0,39,0,0,0,9,1.5,4,5,8,2.9219280948873623,1
57,4,0,0,1,18,7,0,0,0,10,1,0,39,0,0,0,9,1.8,4,5,8,2.9219280948873623,1
40,2,1,0,1,0,4,0,0,0,31,2,1,1,0,0,0,28,0.0,9,19,18,3.9937305842314763,1
73,5,1,0,1,21,4,0,0,0,43,2,1,22,0,0,0,19,0.4883720930232558,6,13,21,4.251164173004869,1
35,2,0,0,1,0,4,0,0,0,18,1,0,9,0,0,0,17,0.0,8,9,11,3.2810361125534233,1
65,6,1,0,1,22,4,0,0,0,43,2,1,14,0,0,0,18,0.5116279069767442,4,14,21,4.190929511009918,1
70,6,1,0,1,23,4,0,0,0,43,2,1,19,0,0,0,17,0.5348837209302325,6,11,20,4.138262941091536,1
71,6,1,0,1,20,4,0,0,0,43,2,1,20,0,0,0,20,0.46511627906976744,9,11,21,4.1558184643976634,1
26,1,0,0,0,0,4,0,0,0,18,1,0,1,0,0,0,17,0.0,8,9,13,3.5724312513221195,1
54,6,0,0,1,2,5,0,0,0,21,3,2,25,0,0,0,18,0.09523809523809523,7,11,14,3.594465636961452,1
28,3,0,0,1,0,4,0,0,0,19,3,2,1,0,0,0,16,0.0,4,12,12,3.431623565847431,1
28,1,0,0,1,1,4,0,0,1,11,1,0,9,0,0,0,10,0.09090909090909091,3,7,11,3.459431618637298,1
35,2,1,0,1,0,4,0,0,0,26,2,1,1,0,0,0,23,0.0,9,14,15,3.767183467891461,1
28,1,0,0,1,0,4,0,0,0,10,1,0,10,0,0,0,9,0.0,2,7,9,3.121928094887362,1
36,1,0,0,1,0,4,0,0,0,10,1,0,18,0,0,0,9,0.0,2,7,9,3.121928094887362,1
