url_length,dot_count,hyphen_count,has_at,uses_https,digit_count,special_char_count,keyword_count,has_ip,is_shortened,domain_length,domain_dot_count,subdomain_count,path_length,query_length,query_parameter_count,suspicious_tld,domain_letter_count,digit_ratio,vowel_count,consonant_count,unique_char_count,domain_entropy,label
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,19,4.103465189601646,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,19,4.103465189601645,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,18,4.023465189601646,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,18,4.023465189601646,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,19,4.103465189601645,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,18,4.023465189601646,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,20,4.1834651896016455,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,19,4.103465189601646,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,19,4.103465189601645,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,19,4.103465189601645,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,6,10,19,4.103465189601646,1
39,2,2,0,1,6,4,0,0,0,30,2,1,1,0,0,0,20,0.2,8,12,19,4.12323142879762,1
39,2,2,0,1,6,4,0,0,0,30,2,1,1,0,0,0,20,0.2,8,12,20,4.1898980954642875,1
39,2,2,0,1,6,4,0,0,0,30,2,1,1,0,0,0,20,0.2,8,12,19,4.12323142879762,1
39,2,2,0,1,6,4,0,0,0,30,2,1,1,0,0,0,20,0.2,8,12,18,4.031401845392171,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,3.9790978911348036,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,17,3.9701755214643457,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,19,4.136842188131012,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,17,3.9701755214643453,1
33,2,1,0,1,6,4,0,0,0,24,2,1,1,0,0,0,15,0.25,5,10,18,4.053508854797679,1
41,2,1,0,1,6,4,0,0,0,32,2,1,1,0,0,0,23,0.1875,8,15,20,4.0746987351738495,1
41,2,1,0,1,6,4,0,0,0,32,2,1,1,0,0,0,23,0.1875,8,15,19,3.988608500731241,1
41,2,1,0,1,6,4,0,0,0,32,2,1,1,0,0,0,23,0.1875,8,15,21,4.1371987351738495,1
41,2,1,0,1,6,4,0,0,0,32,2,1,1,0,0,0,23,0.1875,8,15,19,4.0121987351738495,1
41,2,1,0,1,6,4,0,0,0,32,2,1,1,0,0,0,23,0.1875,8,15,20,4.0746987351738495,1
41,2,1,0,1,6,4,0,0,0,32,2,1,1,0,0,0,23,0.1875,8,15,19,4.0121987351738495,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,4.008132025833399,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.085055102756476,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,4.008132025833399,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.085055102756476,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,20,4.1619781796795525,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,3.9790978911348036,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.085055102756476,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.085055102756476,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,19,4.142295219190901,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,19,4.142295219190901,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,19,4.1162646156680225,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,20,4.21126073643228,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,4.026986833359286,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,17,3.9500637564362093,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,4.056020968057881,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,4.056020968057881,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,4.026986833359286,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,4.056020968057881,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,20,4.2098671219040344,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,18,4.056020968057881,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,20,4.2098671219040344,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,17,3.979097891134804,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,20,4.2098671219040344,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,20,4.2098671219040344,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,19,4.132944044980958,1
35,2,1,0,1,6,4,0,0,0,26,2,1,1,0,0,0,17,0.23076923076923078,7,10,20,4.2098671219040344,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,5,11,18,4.053660689688185,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,5,11,19,4.133660689688185,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,5,11,20,4.213660689688185,1
34,2,1,0,1,6,4,0,0,0,25,2,1,1,0,0,0,16,0.24,5,11,18,4.053660689688185,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,17,3.935398667466763,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,19,4.0993603054724,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,17,3.9353986674667634,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,20,4.168325822713779,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,19,4.0993603054724,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,17,3.9614292709896413,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,17,3.935398667466763,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,20,4.168325822713779,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,19,4.0993603054724,1
38,2,1,0,1,6,4,0,0,0,29,2,1,1,0,0,0,20,0.20689655172413793,8,12,20,4.168325822713779,1
37,2,0,0,0,2,6,0,0,0,25,2,1,1,3,1,0,22,0.08,11,11,14,3.6234651896016468,1
35,2,0,0,0,2,6,0,0,0,23,2,1,1,3,1,0,20,0.08695652173913043,7,13,14,3.6424896731661263,1
30,2,0,0,1,0,4,0,0,0,21,2,1,1,0,0,0,19,0.0,7,12,16,3.8442328987631913,1
31,2,0,0,1,0,4,0,0,0,22,2,1,1,0,0,0,20,0.0,6,14,16,3.879664004902593,1
73,5,1,0,1,4,7,0,0,0,15,2,1,50,0,0,0,13,0.26666666666666666,5,8,9,2.9735572622751856,1
73,4,1,0,1,6,5,0,0,0,19,1,0,46,0,0,0,17,0.3157894736842105,6,11,15,3.826874881864637,1
73,5,1,0,1,7,7,0,0,0,15,2,1,50,0,0,0,13,0.4666666666666667,5,8,9,2.9735572622751856,1
55,5,0,0,1,3,4,0,0,0,43,2,1,4,0,0,0,38,0.06976744186046512,15,23,18,3.932338453364249,1
52,6,1,0,0,3,4,1,0,0,30,2,1,15,0,0,0,24,0.1,7,17,16,3.8314018453921714,1
71,2,0,0,1,8,3,0,0,0,63,2,1,0,0,0,0,53,0.12698412698412698,10,43,28,4.641740788779001,1
73,4,1,0,1,6,5,0,0,0,11,1,0,54,0,0,0,9,0.5454545454545454,2,7,9,3.0957952550009344,1
71,2,0,0,1,6,3,0,0,0,63,2,1,0,0,0,0,55,0.09523809523809523,17,38,30,4.665041281229168,1
73,4,1,0,1,7,5,0,0,0,11,1,0,54,0,0,0,9,0.6363636363636364,2,7,9,3.0957952550009344,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
71,2,0,0,1,10,3,0,0,0,63,2,1,0,0,0,0,51,0.15873015873015872,12,39,29,4.693250510966882,1
73,4,1,0,1,2,5,0,0,0,11,1,0,54,0,0,0,9,0.18181818181818182,2,7,9,3.0957952550009344,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,6,0,0,1,7,5,0,0,0,23,3,2,42,0,0,0,20,0.30434782608695654,7,13,15,3.7950885863977324,1
73,4,1,0,1,6,5,0,0,0,19,1,0,46,0,0,0,17,0.3157894736842105,6,11,15,3.826874881864637,1
71,2,0,0,1,15,3,0,0,0,63,2,1,0,0,0,0,46,0.23809523809523808,13,33,29,4.605793764866457,1
73,4,1,0,1,1,5,0,0,0,11,1,0,54,0,0,0,9,0.09090909090909091,2,7,9,3.0957952550009344,1
73,4,1,0,1,7,5,0,0,0,19,1,0,46,0,0,0,17,0.3684210526315789,6,11,15,3.826874881864637,1
73,6,0,0,1,6,5,0,0,0,23,3,2,42,0,0,0,20,0.2608695652173913,7,13,15,3.7950885863977324,1
71,2,0,0,1,11,3,0,0,0,63,2,1,0,0,0,0,50,0.1746031746031746,13,37,28,4.635544605833553,1
73,4,1,0,1,3,5,0,0,0,11,1,0,54,0,0,0,9,0.2727272727272727,2,7,9,3.0957952550009344,1
71,2,0,0,1,13,3,0,0,0,63,2,1,0,0,0,0,48,0.20634920634920634,12,36,29,4.687054328021436,1
73,4,1,0,1,13,5,0,0,0,11,1,0,54,0,0,0,9,1.1818181818181819,2,7,9,3.0957952550009344,1
73,6,0,0,1,5,5,0,0,0,23,3,2,42,0,0,0,20,0.21739130434782608,7,13,15,3.7950885863977324,1
73,4,1,0,1,6,5,0,0,0,19,1,0,46,0,0,0,17,0.3157894736842105,6,11,15,3.826874881864637,1
73,4,1,0,1,7,5,0,0,0,19,1,0,46,0,0,0,17,0.3684210526315789,6,11,15,3.826874881864637,1
73,6,0,0,1,7,5,0,0,0,23,3,2,42,0,0,0,20,0.30434782608695654,7,13,15,3.7950885863977324,1
73,4,1,0,1,9,5,0,0,0,19,1,0,46,0,0,0,17,0.47368421052631576,6,11,15,3.826874881864637,1
71,2,0,0,1,15,3,0,0,0,63,2,1,0,0,0,0,46,0.23809523809523808,11,35,28,4.641740788779001,1
73,4,1,0,1,8,5,0,0,0,11,1,0,54,0,0,0,9,0.7272727272727273,2,7,9,3.0957952550009344,1
73,6,0,0,1,9,5,0,0,0,23,3,2,42,0,0,0,20,0.391304347826087,7,13,15,3.7950885863977324,1
71,2,0,0,1,13,3,0,0,0,63,2,1,0,0,0,0,48,0.20634920634920634,15,33,27,4.568472185370337,1
73,4,1,0,1,6,5,0,0,0,19,1,0,46,0,0,0,17,0.3157894736842105,6,11,15,3.826874881864637,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,4,1,0,1,7,5,0,0,0,11,1,0,54,0,0,0,9,0.6363636363636364,2,7,9,3.0957952550009344,1
71,2,0,0,1,7,3,0,0,0,63,2,1,0,0,0,0,54,0.1111111111111111,10,44,29,4.659919313028631,1
73,4,1,0,1,5,5,0,0,0,11,1,0,54,0,0,0,9,0.45454545454545453,2,7,9,3.0957952550009344,1
71,2,0,0,1,7,3,0,0,0,63,2,1,0,0,0,0,54,0.1111111111111111,8,46,29,4.756742574458945,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,4,1,0,1,2,5,0,0,0,19,1,0,46,0,0,0,17,0.10526315789473684,6,11,15,3.826874881864637,1
71,2,0,0,1,7,3,0,0,0,63,2,1,0,0,0,0,54,0.1111111111111111,13,41,27,4.629758447474819,1
71,2,0,0,1,9,3,0,0,0,63,2,1,0,0,0,0,52,0.14285714285714285,10,42,27,4.586030074424605,1
73,4,1,0,1,5,5,0,0,0,11,1,0,54,0,0,0,9,0.45454545454545453,2,7,9,3.0957952550009344,1
71,2,0,0,1,10,3,0,0,0,63,2,1,0,0,0,0,51,0.15873015873015872,11,40,30,4.744760233154764,1
73,4,1,0,1,8,5,0,0,0,11,1,0,54,0,0,0,9,0.7272727272727273,2,7,9,3.0957952550009344,1
71,2,0,0,1,5,3,0,0,0,63,2,1,0,0,0,0,56,0.07936507936507936,18,38,29,4.646351805532228,1
73,4,1,0,1,3,5,0,0,0,11,1,0,54,0,0,0,9,0.2727272727272727,2,7,9,3.0957952550009344,1
73,4,1,0,1,6,5,0,0,0,19,1,0,46,0,0,0,17,0.3157894736842105,6,11,15,3.826874881864637,1
73,6,0,0,1,4,5,0,0,0,23,3,2,42,0,0,0,20,0.17391304347826086,7,13,15,3.7950885863977324,1
73,6,0,0,1,2,5,0,0,0,23,3,2,42,0,0,0,20,0.08695652173913043,7,13,15,3.7950885863977324,1
73,4,1,0,1,2,5,0,0,0,19,1,0,46,0,0,0,17,0.10526315789473684,6,11,15,3.826874881864637,1
73,4,1,0,1,6,5,0,0,0,19,1,0,46,0,0,0,17,0.3157894736842105,6,11,15,3.826874881864637,1
73,6,0,0,1,5,5,0,0,0,23,3,2,42,0,0,0,20,0.21739130434782608,7,13,15,3.7950885863977324,1
71,2,0,0,1,10,3,0,0,0,63,2,1,0,0,0,0,51,0.15873015873015872,11,40,30,4.724996542712915,1
73,4,1,0,1,7,5,0,0,0,11,1,0,54,0,0,0,9,0.6363636363636364,2,7,9,3.0957952550009344,1
71,2,0,0,1,8,3,0,0,0,63,2,1,0,0,0,0,53,0.12698412698412698,8,45,27,4.591816232783339,1
73,4,1,0,1,10,5,0,0,0,11,1,0,54,0,0,0,9,0.9090909090909091,2,7,9,3.0957952550009344,1
71,2,0,0,1,12,3,0,0,0,63,2,1,0,0,0,0,49,0.19047619047619047,7,42,28,4.609994757032969,1
71,2,0,0,1,5,3,0,0,0,63,2,1,0,0,0,0,56,0.07936507936507936,17,39,26,4.4075362252525965,1
73,4,1,0,1,4,5,0,0,0,11,1,0,54,0,0,0,9,0.36363636363636365,2,7,9,3.0957952550009344,1
73,4,1,0,1,8,5,0,0,0,11,1,0,54,0,0,0,9,0.7272727272727273,2,7,9,3.0957952550009344,1
73,6,0,0,1,5,5,0,0,0,23,3,2,42,0,0,0,20,0.21739130434782608,7,13,15,3.7950885863977324,1
71,2,0,0,1,7,3,0,0,0,63,2,1,0,0,0,0,54,0.1111111111111111,14,40,29,4.673486820525032,1
71,2,0,0,1,11,3,0,0,0,63,2,1,0,0,0,0,50,0.1746031746031746,12,38,31,4.7822924232595305,1
73,4,1,0,1,3,5,0,0,0,11,1,0,54,0,0,0,9,0.2727272727272727,2,7,9,3.0957952550009344,1
71,2,0,0,1,8,3,0,0,0,63,2,1,0,0,0,0,53,0.12698412698412698,9,44,27,4.579833891479157,1
73,4,1,0,1,13,5,0,0,0,11,1,0,54,0,0,0,9,1.1818181818181819,2,7,9,3.0957952550009344,1
71,2,0,0,1,14,3,0,0,0,63,2,1,0,0,0,0,47,0.2222222222222222,12,35,28,4.593811423562274,1
73,4,1,0,1,9,5,0,0,0,11,1,0,54,0,0,0,9,0.8181818181818182,2,7,9,3.0957952550009344,1
71,2,0,0,1,8,3,0,0,0,63,2,1,0,0,0,0,53,0.12698412698412698,18,35,29,4.705232852271064,1
71,2,0,0,1,11,3,0,0,0,63,2,1,0,0,0,0,50,0.1746031746031746,9,41,27,4.5782487252869375,1
73,4,1,0,1,4,5,0,0,0,11,1,0,54,0,0,0,9,0.36363636363636365,2,7,9,3.0957952550009344,1
71,2,0,0,1,13,3,0,0,0,63,2,1,0,0,0,0,48,0.20634920634920634,12,36,29,4.705232852271064,1
73,4,1,0,1,8,5,0,0,0,11,1,0,54,0,0,0,9,0.7272727272727273,2,7,9,3.0957952550009344,1
73,6,0,0,1,4,5,0,0,0,23,3,2,42,0,0,0,20,0.17391304347826086,7,13,15,3.7950885863977324,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,6,0,0,1,2,5,0,0,0,23,3,2,42,0,0,0,20,0.08695652173913043,7,13,15,3.7950885863977324,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,4,1,0,1,3,5,0,0,0,19,1,0,46,0,0,0,17,0.15789473684210525,6,11,15,3.826874881864637,1
73,6,0,0,1,2,5,0,0,0,23,3,2,42,0,0,0,20,0.08695652173913043,7,13,15,3.7950885863977324,1
73,4,1,0,1,3,5,0,0,0,19,1,0,46,0,0,0,17,0.15789473684210525,6,11,15,3.826874881864637,1
71,2,0,0,1,5,3,0,0,0,63,2,1,0,0,0,0,56,0.07936507936507936,10,46,28,4.620391932144931,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
71,2,0,0,1,9,3,0,0,0,63,2,1,0,0,0,0,52,0.14285714285714285,11,41,28,4.622387122923864,1
73,4,1,0,1,9,5,0,0,0,19,1,0,46,0,0,0,17,0.47368421052631576,6,11,15,3.826874881864637,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
73,6,0,0,1,4,5,0,0,0,23,3,2,42,0,0,0,20,0.17391304347826086,7,13,15,3.7950885863977324,1
73,6,0,0,1,7,5,0,0,0,23,3,2,42,0,0,0,20,0.30434782608695654,7,13,15,3.7950885863977324,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,6,0,0,1,4,5,0,0,0,23,3,2,42,0,0,0,20,0.17391304347826086,7,13,15,3.7950885863977324,1
73,6,0,0,1,4,5,0,0,0,23,3,2,42,0,0,0,20,0.17391304347826086,7,13,15,3.7950885863977324,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,4,1,0,1,1,5,0,0,0,19,1,0,46,0,0,0,17,0.05263157894736842,6,11,15,3.826874881864637,1
71,2,0,0,1,4,3,0,0,0,63,2,1,0,0,0,0,57,0.06349206349206349,8,49,27,4.548087859733126,1
73,6,0,0,1,3,5,0,0,0,23,3,2,42,0,0,0,20,0.13043478260869565,7,13,15,3.7950885863977324,1
73,4,1,0,1,4,5,0,0,0,19,1,0,46,0,0,0,17,0.21052631578947367,6,11,15,3.826874881864637,1
71,2,0,0,1,8,3,0,0,0,63,2,1,0,0,0,0,53,0.12698412698412698,9,44,27,4.536105518428944,1
31,2,0,0,1,0,4,0,0,0,22,2,1,1,0,0,0,20,0.0,7,13,11,3.261043983337285,1
73,5,0,0,1,4,5,0,0,0,15,2,1,50,0,0,0,13,0.26666666666666666,6,7,12,3.5068905956085183,1
73,4,0,0,1,6,5,0,0,0,7,1,0,58,0,0,0,6,0.8571428571428571,3,3,6,2.5216406363433186,1
73,6,0,0,1,4,5,0,0,0,23,3,2,42,0,0,0,20,0.17391304347826086,7,13,15,3.7950885863977324,1
71,2,0,0,1,10,3,0,0,0,63,2,1,0,0,0,0,51,0.15873015873015872,13,38,29,4.730782701071649,1
73,4,1,0,1,5,5,0,0,0,19,1,0,46,0,0,0,17,0.2631578947368421,6,11,15,3.826874881864637,1
73,5,0,0,1,6,5,0,0,0,15,2,1,50,0,0,0,13,0.4,6,7,12,3.5068905956085183,1
30,2,1,0,1,0,4,0,0,0,21,2,1,1,0,0,0,18,0.0,6,12,17,4.011365041826378,1
38,2,1,0,1,0,4,0,0,0,29,2,1,1,0,0,0,26,0.0,10,16,20,4.1852301329094015,1
23,2,0,0,1,1,4,0,0,0,9,2,1,6,0,0,0,7,0.1111111111111111,2,5,7,2.725480556997868,1
67,6,1,0,1,23,4,0,0,0,43,2,1,16,0,0,0,17,0.5348837209302325,6,11,20,4.138262941091536,1
71,2,0,0,1,9,3,0,0,0,63,2,1,0,0,0,0,52,0.14285714285714285,11,41,29,4.647936971724448,1
54,6,0,0,1,1,5,0,0,0,21,3,2,25,0,0,0,18,0.047619047619047616,7,11,14,3.594465636961452,1
73,5,1,0,1,22,4,0,0,0,43,2,1,22,0,0,0,20,0.5116279069767442,8,12,20,4.100228707989217,1
63,6,1,0,1,20,4,0,0,0,43,2,1,12,0,0,0,20,0.46511627906976744,7,13,22,4.315231324217972,1
44,3,0,0,0,3,4,0,0,0,27,2,1,10,0,0,0,22,0.1111111111111111,6,16,17,3.958229168669879,1
27,2,0,0,1,1,4,0,0,0,18,2,1,1,0,0,0,15,0.05555555555555555,4,11,13,3.5724312513221195,1
65,6,1,0,1,24,4,0,0,0,43,2,1,14,0,0,0,17,0.5581395348837209,5,12,20,4.045239685277583,1
38,3,0,0,1,0,4,0,0,0,29,3,2,1,0,0,0,26,0.0,6,20,16,3.8143719431796272,1
73,6,1,0,1,17,4,0,0,0,43,2,1,22,0,0,0,23,0.3953488372093023,8,15,19,3.996405604577353,1
42,3,0,0,1,0,5,0,0,0,28,3,2,6,0,0,0,25,0.0,7,18,14,3.6725535823855564,1
65,6,1,0,1,20,4,0,0,0,43,2,1,14,0,0,0,20,0.46511627906976744,5,15,22,4.20233009230464,1
73,6,0,0,1,1,10,1,0,0,17,2,1,39,8,1,0,15,0.058823529411764705,5,10,12,3.4992275471326932,1
18,1,0,0,1,2,4,0,0,0,4,1,0,6,0,0,0,3,0.5,0,3,4,2.0,1
39,2,2,0,1,6,4,0,0,0,30,2,1,1,0,0,0,20,0.2,8,12,19,4.12323142879762,1
73,5,0,0,1,4,9,0,0,0,15,2,1,50,0,0,0,13,0.26666666666666666,5,8,9,2.9735572622751856,1
73,5,1,0,1,8,8,0,0,0,15,2,1,50,0,0,0,13,0.5333333333333333,5,8,9,2.9735572622751856,1
34,2,1,0,1,0,4,1,0,0,25,2,1,1,0,0,0,22,0.0,8,14,15,3.7532696895151076,1
18,1,0,0,1,1,4,0,0,0,4,1,0,6,0,0,0,3,0.25,0,3,4,2.0,1
34,2,0,0,0,3,3,0,0,0,27,2,1,0,0,0,0,22,0.1111111111111111,4,18,18,4.032303242743953,1
29,2,0,0,1,5,4,0,0,0,20,2,1,1,0,0,0,13,0.25,5,8,14,3.621928094887362,1
30,3,0,0,1,0,4,0,0,0,21,3,2,1,0,0,0,18,0.0,5,13,14,3.653756708287002,1
73,5,1,0,1,5,7,0,0,0,15,2,1,50,0,0,0,13,0.3333333333333333,5,8,9,2.9735572622751856,1
64,6,1,0,1,21,4,0,0,0,43,2,1,13,0,0,0,19,0.4883720930232558,6,13,22,4.219885615610767,1
32,1,0,0,1,0,4,0,0,0,23,1,0,1,0,0,0,22,0.0,8,14,13,3.5555331514269954,1
34,2,0,0,1,2,4,0,0,0,21,2,1,5,0,0,0,17,0.09523809523809523,7,10,15,3.7849418274376427,1
71,2,0,0,1,9,3,0,0,0,63,2,1,0,0,0,0,52,0.14285714285714285,16,36,27,4.5662663839827555,1
